# nhmmer :: search a DNA model, alignment, or sequence against a DNA database
# HMMER 3.4 (Aug 2023); http://hmmer.org/
# Copyright (C) 2023 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query file:                      /opt/nesi/CS400_centos7_bdw/CheckM/1.2.3-foss-2023a-Python-3.11.6/data/hmms_ssu/SSU_bacteria.hmm
# target sequence database:        -
# output directed to file:         /nesi/nobackup/uoo04534/Norway/7_quality_second_check/6109_072_S129/ssu_finder/ssu.bacteria.txt
# hits tabular output:             /nesi/nobackup/uoo04534/Norway/7_quality_second_check/6109_072_S129/ssu_finder/ssu.bacteria.table.txt
# show alignments in output:       no
# sequence reporting threshold:    E-value <= 1e-05
# number of worker threads:        16
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       bacteria  [M=1523]
Scores for complete hits:
    E-value  score  bias  Sequence                              start    end  Description
    ------- ------ -----  --------                              -----  -----  -----------
          0 1381.3  33.4  NODE_3693_length_2416_cov_4.865327      472   2019 
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   87.3   3.2   1.7e-23      1228      1342 ..       116         1 ..       117         1 ..       117    0.98

>> NODE_3594_length_2446_cov_2.862389  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   86.9   2.9   2.2e-23        44       300 ..      2177      2446 .]      2156      2446 .]      2446    0.82

>> NODE_560450_length_95_cov_9.222222  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   85.9   3.0   4.4e-23      1012      1102 ..         2        92 ..         1        95 []        95    0.97

>> NODE_561254_length_86_cov_4.777778  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   85.7   4.4   5.3e-23       859       944 ..         1        86 []         1        86 []        86    0.98

>> NODE_558111_length_157_cov_4.125000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   85.6   7.1   5.4e-23        42       180 ..         1       153 [.         1       157 []       157    0.88

>> NODE_558664_length_138_cov_3.229508  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   85.3   7.7     7e-23       504       640 ..         1       137 [.         1       138 []       138    0.98

>> NODE_558122_length_157_cov_2.575000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   84.8   7.6   9.6e-23        42       180 ..         1       153 [.         1       157 []       157    0.88

>> NODE_560451_length_95_cov_8.666667  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   84.8   3.3   9.9e-23      1012      1102 ..        94         4 ..        95         1 ..        95    0.97

>> NODE_560361_length_97_cov_5.550000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   84.1   2.9   1.6e-22       459       553 ..         2        96 ..         1        97 []        97    0.98

>> NODE_560683_length_93_cov_9.062500  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   83.6   5.5   2.2e-22       290       380 ..        92         2 ..        93         1 ..        93    0.98

>> NODE_559360_length_116_cov_2.512821  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   83.5   3.2   2.4e-22       405       515 ..         1       116 []         1       116 []       116    0.95

>> NODE_190197_length_548_cov_1.076433  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   82.1  16.0   6.4e-22       530       958 ..       539        68 ..       546        47 ..       548    0.77

>> NODE_558760_length_134_cov_15.421053  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   81.7   4.1   8.3e-22        36       151 ..         6       133 ..         1       134 []       134    0.85

>> NODE_84343_length_730_cov_2.601838  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   81.3   3.1   1.1e-21      1361      1514 ..         1       154 [.         1       164 [.       730    0.96

>> NODE_559514_length_112_cov_14.171429  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   80.2   4.5   2.3e-21       723       828 ..       112         3 ..       112         1 ..       112    0.88

>> NODE_560441_length_95_cov_15.388889  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   79.9   7.4   2.9e-21       270       363 ..        94         1 ..        95         1 ..        95    0.98

>> NODE_628_length_5266_cov_2.970707  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   79.8   1.3     3e-21        44       280 ..       255         6 ..       276         1 ..      5266    0.80

>> NODE_560070_length_101_cov_3.041667  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   77.9   4.2   1.2e-20      1313      1410 ..       101         3 ..       101         1 ..       101    0.97

>> NODE_122987_length_640_cov_2.291297  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   77.4   1.9   1.7e-20        44       280 ..       255         6 ..       276         1 ..       640    0.79

>> NODE_470594_length_391_cov_1.391720  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   77.2   9.7   1.9e-20      1356      1515 ..         1       162 [.         1       171 [.       391    0.93

>> NODE_559531_length_112_cov_1.571429  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   77.2   6.5   1.9e-20       219       327 ..       109         1 ..       112         1 ..       112    0.96

>> NODE_561581_length_83_cov_17.166667  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   77.1   2.2     2e-20      1010      1087 ..        79         2 ..        83         1 ..        83    0.95

>> NODE_561226_length_86_cov_12.222222  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   77.0   4.8   2.2e-20       321       406 ..         1        86 []         1        86 []        86    0.99

>> NODE_558742_length_135_cov_4.517241  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   76.8   4.9   2.6e-20       569       701 ..         3       135 .]         1       135 []       135    0.98

>> NODE_561626_length_83_cov_5.666667  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   76.7   2.4   2.7e-20      1011      1087 ..         5        81 ..         1        83 []        83    0.95

>> NODE_559954_length_103_cov_5.461538  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   76.5   4.0     3e-20      1314      1411 ..         1        99 [.         1       103 []       103    0.96

>> NODE_561573_length_83_cov_22.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   76.5   2.8   3.2e-20      1011      1086 ..        79         4 ..        83         1 ..        83    0.95

>> NODE_561791_length_81_cov_4.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   76.4   2.2   3.3e-20      1012      1088 ..         4        80 ..         1        81 []        81    0.96

>> NODE_561828_length_80_cov_4.666667  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   76.2   2.6   3.7e-20      1012      1088 ..         3        79 ..         1        80 []        80    0.96

>> NODE_561951_length_78_cov_3.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   75.6   2.3   5.6e-20      1013      1088 ..         2        77 ..         1        78 []        78    0.97

>> NODE_561838_length_80_cov_3.666667  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   75.6   2.4   5.9e-20      1011      1086 ..         4        79 ..         1        80 []        80    0.96

>> NODE_560222_length_98_cov_9.333333  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   75.4   1.8   6.7e-20      1156      1252 ..         1        97 [.         1        98 []        98    0.98

>> NODE_561862_length_79_cov_11.500000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   75.3   2.6     7e-20      1012      1086 ..         3        77 ..         1        79 []        79    0.96

>> NODE_561934_length_78_cov_5.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   75.1   2.0   8.3e-20      1011      1085 ..        76         2 ..        78         1 ..        78    0.97

>> NODE_561604_length_83_cov_9.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   74.6   2.6   1.1e-19       479       560 ..        82         1 ..        83         1 ..        83    0.98

>> NODE_561813_length_80_cov_10.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   74.6   2.5   1.2e-19      1011      1086 ..         4        79 ..         1        80 []        80    0.96

>> NODE_561877_length_79_cov_6.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   74.5   2.6   1.3e-19      1012      1088 ..        78         2 ..        79         1 ..        79    0.97

>> NODE_561212_length_86_cov_39.111111  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   74.3   5.1   1.5e-19       824       908 ..         2        86 .]         1        86 []        86    0.98

>> NODE_397517_length_416_cov_3.185841  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   74.0   3.8   1.8e-19        32       140 ..       120         2 ..       142         1 ..       416    0.82

>> NODE_561163_length_87_cov_9.700000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   72.7   5.8   4.3e-19       822       907 ..        86         1 ..        87         1 ..        87    0.97

>> NODE_560731_length_92_cov_5.600000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   72.7   3.9   4.3e-19       711       797 ..         3        90 ..         1        92 []        92    0.95

>> NODE_560641_length_94_cov_7.058824  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   72.6   0.6   4.7e-19      1248      1340 ..        94         1 ..        94         1 ..        94    0.96

>> NODE_561269_length_86_cov_3.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   72.6   1.8   4.7e-19       459       543 ..         2        86 .]         1        86 []        86    0.98

>> NODE_560765_length_92_cov_3.400000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   72.2   3.4   6.1e-19       711       797 ..         3        90 ..         1        92 []        92    0.95

>> NODE_561004_length_89_cov_7.416667  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   71.9   2.3   7.3e-19      1111      1198 ..        88         1 ..        89         1 ..        89    0.98

>> NODE_557948_length_165_cov_5.136364  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   71.9   5.9   7.9e-19       165       305 ..         2       164 ..         1       165 []       165    0.82

>> NODE_561602_length_83_cov_9.833333  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   71.8   5.3   8.3e-19       304       386 ..         1        83 []         1        83 []        83    0.98

>> NODE_560717_length_92_cov_11.266667  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   71.7   4.1   8.8e-19       710       797 ..         2        90 ..         1        92 []        92    0.93

>> NODE_559513_length_112_cov_16.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   71.6   5.3   9.1e-19      1202      1313 ..         1       112 []         1       112 []       112    0.98

>> NODE_560418_length_96_cov_2.684211  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   71.5   7.8     1e-18       678       772 ..         1        96 []         1        96 []        96    0.97

>> NODE_561446_length_84_cov_10.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   70.6   1.6   1.9e-18       894       970 ..         1        77 [.         1        83 [.        84    0.96

>> NODE_559945_length_103_cov_9.730769  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   70.0   2.1   2.8e-18      1086      1185 ..         2       102 ..         1       103 []       103    0.96

>> NODE_561374_length_85_cov_2.750000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   69.1   4.5   5.2e-18       330       414 ..        85         1 ..        85         1 ..        85    0.98

>> NODE_561761_length_81_cov_48.500000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   69.1   2.3   5.2e-18      1025      1102 ..        81         4 ..        81         1 ..        81    0.97

>> NODE_561832_length_80_cov_4.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   69.1   2.3   5.5e-18      1026      1102 ..         1        77 [.         1        80 []        80    0.97

>> NODE_561888_length_79_cov_3.500000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   68.2   3.4     1e-17       723       797 ..         3        77 ..         1        79 []        79    0.96

>> NODE_561845_length_80_cov_3.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   68.0   2.9   1.2e-17      1026      1102 ..         1        77 [.         1        80 []        80    0.97

>> NODE_561936_length_78_cov_5.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   67.3   1.9   1.8e-17      1306      1380 ..        77         2 ..        78         1 ..        78    0.97

>> NODE_561938_length_78_cov_4.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   66.8   3.3   2.6e-17       723       796 ..         2        75 ..         1        78 []        78    0.97

>> NODE_460531_length_394_cov_1.646688  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   65.9   3.4     5e-17        31       136 ..       126         1 ..       147         1 ..       394    0.80

>> NODE_561955_length_78_cov_3.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   65.7   5.3   5.5e-17       304       380 ..         1        77 [.         1        78 []        78    0.97

>> NODE_561930_length_78_cov_6.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   65.6   5.8   5.9e-17       304       380 ..         1        77 [.         1        78 []        78    0.97

>> NODE_560456_length_95_cov_7.055556  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   65.5   4.2   6.3e-17       504       598 ..        95         1 ..        95         1 ..        95    0.99

>> NODE_559195_length_120_cov_4.627907  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   65.5   2.0   6.3e-17       413       508 ..         1       120 []         1       120 []       120    0.90

>> NODE_561806_length_80_cov_20.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   65.4   4.7   7.2e-17       489       565 ..        79         3 ..        80         1 ..        80    0.97

>> NODE_560400_length_96_cov_7.631579  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   65.3   3.5   7.6e-17       737       815 ..        95        17 ..        96         1 ..        96    0.89

>> NODE_124395_length_638_cov_0.846702  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   65.2   2.2   8.1e-17      1365      1514 ..         1       152 [.         1       162 [.       638    0.93

>> NODE_561931_length_78_cov_6.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   65.0   6.0   8.9e-17       304       380 ..         1        77 [.         1        78 []        78    0.97

>> NODE_560694_length_93_cov_3.375000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   64.2   3.4   1.6e-16      1094      1185 ..        93         2 ..        93         1 ..        93    0.97

>> NODE_561929_length_78_cov_6.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   64.1   6.5   1.7e-16       305       380 ..         2        77 ..         1        78 []        78    0.97

>> NODE_561886_length_79_cov_4.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   64.0   5.8   1.8e-16       283       359 ..        78         2 ..        79         1 ..        79    0.97

>> NODE_561939_length_78_cov_4.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   63.5   3.1   2.7e-16      1144      1219 ..        77         2 ..        78         1 ..        78    0.97

>> NODE_560678_length_93_cov_49.937500  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   63.2   5.6   3.3e-16       626       716 ..         2        92 ..         1        93 []        93    0.98

>> NODE_561859_length_79_cov_13.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   62.7   3.4   4.5e-16       459       536 ..         2        79 .]         1        79 []        79    0.98

>> NODE_561823_length_80_cov_5.666667  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   62.5   5.1   5.3e-16       734       810 ..        79         3 ..        80         1 ..        80    0.95

>> NODE_543467_length_371_cov_1.619048  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   62.2   7.9   6.5e-16      1369      1515 ..         1       150 [.         1       158 [.       371    0.91

>> NODE_258750_length_488_cov_1.936740  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   62.0   4.0   7.2e-16      1371      1514 ..         1       144 [.         1       155 [.       488    0.95

>> NODE_561166_length_87_cov_9.300000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   59.7   1.3   3.6e-15      1229      1314 ..        86         1 ..        87         1 ..        87    0.97

>> NODE_559404_length_115_cov_5.421053  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   59.7   5.9   3.8e-15       568       679 ..         4       115 .]         1       115 []       115    0.97

>> NODE_433100_length_403_cov_1.702454  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   59.2   0.9   5.4e-15      1202      1504 ..         3       338 ..         1       357 [.       403    0.66

>> NODE_558729_length_136_cov_5.542373  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   57.1   7.1   2.3e-14      1372      1503 ..       136         3 ..       136         1 ..       136    0.94

>> NODE_561905_length_78_cov_29.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   56.7   7.1   2.9e-14       330       406 ..        78         2 ..        78         1 ..        78    0.98

>> NODE_559565_length_110_cov_6.606061  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   56.6   1.8   3.2e-14       907      1010 ..       110         6 ..       110         1 ..       110    0.88

>> NODE_561043_length_89_cov_3.083333  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   55.3   5.7   7.7e-14      1337      1418 ..        88         7 ..        89         1 ..        89    0.95

>> NODE_561214_length_86_cov_30.888889  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   54.4   6.4   1.5e-13       636       718 ..        84         2 ..        86         1 ..        86    0.95

>> NODE_561727_length_82_cov_4.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   53.9   3.3   2.1e-13       646       722 ..        79         3 ..        82         1 ..        82    0.95

>> NODE_413467_length_410_cov_2.399399  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   53.8   5.5   2.2e-13       633       813 ..       187       368 ..       166       388 ..       410    0.88

>> NODE_561559_length_83_cov_38.833333  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   52.7   3.3   4.9e-13      1238      1319 ..         2        83 .]         1        83 []        83    0.98

>> NODE_306075_length_459_cov_0.997382  
